"subj_idx","response","rt","stim","block","block_number","trial_z","rt_inv_trim_grp","run_trial","run_trial_z","prev_rt","prev_rt_inv","stimblock"
75,1,430,"incongruent","most_con",4,1.35315302605219,-2.32558139534884,23,0.213849730692075,0.472,-2.11864406779661,"incongruent_most_con"
75,1,412,"congruent","most_con",4,1.37480347446903,-2.42718446601942,24,0.299389622968906,0.43,-2.32558139534884,"congruent"
75,1,434,"congruent","most_con",4,1.39645392288586,-2.30414746543779,25,0.384929515245736,0.412,-2.42718446601942,"congruent"
75,0,360,"incongruent","most_con",4,1.4181043713027,-2.77777777777778,26,0.470469407522566,0.434,-2.30414746543779,"incongruent_most_con"
75,1,437,"incongruent","most_con",4,1.43975481971953,-2.2883295194508,27,0.556009299799396,0.36,-2.77777777777778,"incongruent_most_con"
75,1,435,"congruent","most_con",4,1.46140526813637,-2.29885057471264,28,0.641549192076226,0.437,-2.2883295194508,"congruent"
75,1,498,"incongruent","most_con",4,1.48305571655321,-2.00803212851406,29,0.727089084353056,0.435,-2.29885057471264,"incongruent_most_con"
75,1,560,"congruent","most_con",4,1.50470616497004,-1.78571428571429,30,0.812628976629887,0.498,-2.00803212851406,"congruent"
75,1,501,"congruent","most_con",4,1.52635661338688,-1.99600798403194,31,0.898168868906717,0.56,-1.78571428571429,"congruent"
75,1,483,"congruent","most_con",4,1.54800706180371,-2.0703933747412,32,0.983708761183547,0.501,-1.99600798403194,"congruent"
75,1,457,"incongruent","most_con",4,1.56965751022055,-2.18818380743982,33,1.06924865346038,0.483,-2.0703933747412,"incongruent_most_con"
75,1,447,"congruent","most_con",4,1.59130795863738,-2.23713646532438,34,1.15478854573721,0.457,-2.18818380743982,"congruent"
75,1,469,"incongruent","most_con",4,1.61295840705422,-2.13219616204691,35,1.24032843801404,0.447,-2.23713646532438,"incongruent_most_con"
75,1,523,"congruent","most_con",4,1.63460885547105,-1.91204588910134,36,1.32586833029087,0.469,-2.13219616204691,"congruent"
75,1,521,"congruent","most_con",4,1.65625930388789,-1.91938579654511,37,1.4114082225677,0.523,-1.91204588910134,"congruent"
75,1,535,"congruent","most_con",4,1.67790975230472,-1.86915887850467,38,1.49694811484453,0.521,-1.91938579654511,"congruent"
75,1,516,"congruent","most_con",4,1.69956020072156,-1.93798449612403,39,1.58248800712136,0.535,-1.86915887850467,"congruent"
75,1,410,"congruent","most_con",4,1.72121064913839,-2.4390243902439,40,1.66802789939819,0.516,-1.93798449612403,"congruent"
76,1,350,"congruent","most_con",1,-1.72121064913839,-2.85714285714286,1,-1.66802789939819,NA,NA,"congruent"
76,1,389,"congruent","most_con",1,-1.69956020072156,-2.5706940874036,2,-1.58248800712136,0.35,-2.85714285714286,"congruent"
76,1,427,"congruent","most_con",1,-1.67790975230472,-2.34192037470726,3,-1.49694811484453,0.389,-2.5706940874036,"congruent"
76,1,336,"congruent","most_con",1,-1.65625930388789,-2.97619047619048,4,-1.4114082225677,0.427,-2.34192037470726,"congruent"
76,1,358,"incongruent","most_con",1,-1.63460885547105,-2.79329608938547,5,-1.32586833029087,0.336,-2.97619047619048,"incongruent_most_con"
76,1,340,"incongruent","most_con",1,-1.61295840705422,-2.94117647058824,6,-1.24032843801404,0.358,-2.79329608938547,"incongruent_most_con"
76,1,346,"congruent","most_con",1,-1.59130795863738,-2.89017341040462,7,-1.15478854573721,0.34,-2.94117647058824,"congruent"
76,1,408,"incongruent","most_con",1,-1.56965751022055,-2.45098039215686,8,-1.06924865346038,0.346,-2.89017341040462,"incongruent_most_con"
76,1,302,"congruent","most_con",1,-1.54800706180371,-3.3112582781457,9,-0.983708761183547,0.408,-2.45098039215686,"congruent"
76,1,380,"congruent","most_con",1,-1.52635661338688,-2.63157894736842,10,-0.898168868906717,0.302,-3.3112582781457,"congruent"
76,1,386,"incongruent","most_con",1,-1.50470616497004,-2.59067357512953,11,-0.812628976629887,0.38,-2.63157894736842,"incongruent_most_con"
76,1,375,"incongruent","most_con",1,-1.48305571655321,-2.66666666666667,12,-0.727089084353056,0.386,-2.59067357512953,"incongruent_most_con"
76,1,333,"congruent","most_con",1,-1.46140526813637,-3.003003003003,13,-0.641549192076226,0.375,-2.66666666666667,"congruent"
76,1,332,"congruent","most_con",1,-1.43975481971953,-3.01204819277108,14,-0.556009299799396,0.333,-3.003003003003,"congruent"
76,1,290,"congruent","most_con",1,-1.4181043713027,-3.44827586206897,15,-0.470469407522566,0.332,-3.01204819277108,"congruent"
76,1,311,"congruent","most_con",1,-1.39645392288586,-3.21543408360129,16,-0.384929515245736,0.29,-3.44827586206897,"congruent"
76,1,389,"congruent","most_con",1,-1.37480347446903,-2.5706940874036,17,-0.299389622968906,0.311,-3.21543408360129,"congruent"
76,1,331,"incongruent","most_con",1,-1.35315302605219,-3.02114803625378,18,-0.213849730692075,0.389,-2.5706940874036,"incongruent_most_con"
76,1,409,"congruent","most_con",1,-1.33150257763536,-2.44498777506112,19,-0.128309838415245,0.331,-3.02114803625378,"congruent"
76,1,350,"congruent","most_con",1,-1.30985212921852,-2.85714285714286,20,-0.0427699461384151,0.409,-2.44498777506112,"congruent"
76,1,349,"congruent","most_con",1,-1.28820168080169,-2.86532951289398,21,0.0427699461384151,0.35,-2.85714285714286,"congruent"
76,1,331,"congruent","most_con",1,-1.26655123238485,-3.02114803625378,22,0.128309838415245,0.349,-2.86532951289398,"congruent"
76,1,297,"congruent","most_con",1,-1.24490078396802,-3.36700336700337,23,0.213849730692075,0.331,-3.02114803625378,"congruent"
76,1,350,"incongruent","most_con",1,-1.22325033555118,-2.85714285714286,24,0.299389622968906,0.297,-3.36700336700337,"incongruent_most_con"
76,1,316,"congruent","most_con",1,-1.20159988713435,-3.16455696202532,25,0.384929515245736,0.35,-2.85714285714286,"congruent"
76,1,282,"congruent","most_con",1,-1.17994943871751,-3.54609929078014,26,0.470469407522566,0.316,-3.16455696202532,"congruent"
76,1,393,"congruent","most_con",1,-1.15829899030068,-2.54452926208651,27,0.556009299799396,0.282,-3.54609929078014,"congruent"
76,1,382,"congruent","most_con",1,-1.13664854188384,-2.61780104712042,28,0.641549192076226,0.393,-2.54452926208651,"congruent"
76,1,388,"congruent","most_con",1,-1.11499809346701,-2.57731958762887,29,0.727089084353056,0.382,-2.61780104712042,"congruent"
76,1,330,"incongruent","most_con",1,-1.09334764505017,-3.03030303030303,30,0.812628976629887,0.388,-2.57731958762887,"incongruent_most_con"
76,0,368,"incongruent","most_con",1,-1.07169719663334,-2.71739130434783,31,0.898168868906717,0.33,-3.03030303030303,"incongruent_most_con"
76,1,333,"incongruent","most_con",1,-1.0500467482165,-3.003003003003,32,0.983708761183547,0.368,-2.71739130434783,"incongruent_most_con"
76,1,380,"congruent","most_con",1,-1.02839629979967,-2.63157894736842,33,1.06924865346038,0.333,-3.003003003003,"congruent"
76,1,282,"congruent","most_con",1,-1.00674585138283,-3.54609929078014,34,1.15478854573721,0.38,-2.63157894736842,"congruent"
76,1,376,"congruent","most_con",1,-0.985095402965998,-2.65957446808511,35,1.24032843801404,0.282,-3.54609929078014,"congruent"
76,1,356,"congruent","most_con",1,-0.963444954549162,-2.80898876404494,36,1.32586833029087,0.376,-2.65957446808511,"congruent"
76,1,347,"congruent","most_con",1,-0.941794506132327,-2.88184438040346,37,1.4114082225677,0.356,-2.80898876404494,"congruent"
76,1,369,"congruent","most_con",1,-0.920144057715492,-2.710027100271,38,1.49694811484453,0.347,-2.88184438040346,"congruent"
76,1,374,"incongruent","most_con",1,-0.898493609298657,-2.67379679144385,39,1.58248800712136,0.369,-2.710027100271,"incongruent_most_con"
76,1,333,"incongruent","most_con",1,-0.876843160881822,-3.003003003003,40,1.66802789939819,0.374,-2.67379679144385,"incongruent_most_con"
76,1,371,"congruent","most_incon",2,-0.855192712464987,-2.69541778975741,1,-1.66802789939819,NA,NA,"congruent"
76,1,385,"incongruent","most_incon",2,-0.833542264048152,-2.5974025974026,2,-1.58248800712136,0.371,-2.69541778975741,"incongruent_most_incon"
76,1,383,"congruent","most_incon",2,-0.811891815631317,-2.61096605744125,3,-1.49694811484453,0.385,-2.5974025974026,"congruent"
76,1,588,"incongruent","most_incon",2,-0.790241367214482,-1.70068027210884,4,-1.4114082225677,0.383,-2.61096605744125,"incongruent_most_incon"
76,1,394,"congruent","most_incon",2,-0.768590918797647,-2.53807106598985,5,-1.32586833029087,0.588,-1.70068027210884,"congruent"
76,1,377,"incongruent","most_incon",2,-0.746940470380811,-2.6525198938992,6,-1.24032843801404,0.394,-2.53807106598985,"incongruent_most_incon"
76,1,311,"congruent","most_incon",2,-0.725290021963976,-3.21543408360129,7,-1.15478854573721,0.377,-2.6525198938992,"congruent"
76,1,340,"incongruent","most_incon",2,-0.703639573547141,-2.94117647058824,8,-1.06924865346038,0.311,-3.21543408360129,"incongruent_most_incon"
76,1,282,"incongruent","most_incon",2,-0.681989125130306,-3.54609929078014,9,-0.983708761183547,0.34,-2.94117647058824,"incongruent_most_incon"
76,1,376,"congruent","most_incon",2,-0.660338676713471,-2.65957446808511,10,-0.898168868906717,0.282,-3.54609929078014,"congruent"
76,1,525,"incongruent","most_incon",2,-0.638688228296636,-1.9047619047619,11,-0.812628976629887,0.376,-2.65957446808511,"incongruent_most_incon"
76,1,340,"congruent","most_incon",2,-0.617037779879801,-2.94117647058824,12,-0.727089084353056,0.525,-1.9047619047619,"congruent"
76,1,290,"incongruent","most_incon",2,-0.595387331462966,-3.44827586206897,13,-0.641549192076226,0.34,-2.94117647058824,"incongruent_most_incon"
76,0,256,"incongruent","most_incon",2,-0.57373688304613,-3.90625,14,-0.556009299799396,0.29,-3.44827586206897,"incongruent_most_incon"
76,1,349,"incongruent","most_incon",2,-0.552086434629295,-2.86532951289398,15,-0.470469407522566,0.256,-3.90625,"incongruent_most_incon"
76,1,323,"incongruent","most_incon",2,-0.53043598621246,-3.09597523219814,16,-0.384929515245736,0.349,-2.86532951289398,"incongruent_most_incon"
76,1,377,"incongruent","most_incon",2,-0.508785537795625,-2.6525198938992,17,-0.299389622968906,0.323,-3.09597523219814,"incongruent_most_incon"
76,1,312,"incongruent","most_incon",2,-0.48713508937879,-3.20512820512821,18,-0.213849730692075,0.377,-2.6525198938992,"incongruent_most_incon"
76,1,389,"incongruent","most_incon",2,-0.465484640961955,-2.5706940874036,19,-0.128309838415245,0.312,-3.20512820512821,"incongruent_most_incon"
76,1,331,"congruent","most_incon",2,-0.44383419254512,-3.02114803625378,20,-0.0427699461384151,0.389,-2.5706940874036,"congruent"
76,1,465,"incongruent","most_incon",2,-0.422183744128285,-2.1505376344086,21,0.0427699461384151,0.331,-3.02114803625378,"incongruent_most_incon"
76,1,367,"congruent","most_incon",2,-0.40053329571145,-2.72479564032698,22,0.128309838415245,0.465,-2.1505376344086,"congruent"
76,1,357,"incongruent","most_incon",2,-0.378882847294614,-2.80112044817927,23,0.213849730692075,0.367,-2.72479564032698,"incongruent_most_incon"
76,1,354,"congruent","most_incon",2,-0.357232398877779,-2.82485875706215,24,0.299389622968906,0.357,-2.80112044817927,"congruent"
76,1,273,"incongruent","most_incon",2,-0.335581950460944,-3.66300366300366,25,0.384929515245736,0.354,-2.82485875706215,"incongruent_most_incon"
76,1,375,"incongruent","most_incon",2,-0.313931502044109,-2.66666666666667,26,0.470469407522566,0.273,-3.66300366300366,"incongruent_most_incon"
76,1,325,"congruent","most_incon",2,-0.292281053627274,-3.07692307692308,27,0.556009299799396,0.375,-2.66666666666667,"congruent"
76,1,354,"incongruent","most_incon",2,-0.270630605210439,-2.82485875706215,28,0.641549192076226,0.325,-3.07692307692308,"incongruent_most_incon"
76,1,368,"incongruent","most_incon",2,-0.248980156793604,-2.71739130434783,29,0.727089084353056,0.354,-2.82485875706215,"incongruent_most_incon"
76,1,358,"incongruent","most_incon",2,-0.227329708376769,-2.79329608938547,30,0.812628976629887,0.368,-2.71739130434783,"incongruent_most_incon"
76,1,356,"incongruent","most_incon",2,-0.205679259959934,-2.80898876404494,31,0.898168868906717,0.358,-2.79329608938547,"incongruent_most_incon"
76,1,330,"incongruent","most_incon",2,-0.184028811543098,-3.03030303030303,32,0.983708761183547,0.356,-2.80898876404494,"incongruent_most_incon"
76,1,336,"congruent","most_incon",2,-0.162378363126263,-2.97619047619048,33,1.06924865346038,0.33,-3.03030303030303,"congruent"
76,1,318,"incongruent","most_incon",2,-0.140727914709428,-3.14465408805031,34,1.15478854573721,0.336,-2.97619047619048,"incongruent_most_incon"
76,1,339,"incongruent","most_incon",2,-0.119077466292593,-2.94985250737463,35,1.24032843801404,0.318,-3.14465408805031,"incongruent_most_incon"
76,1,329,"incongruent","most_incon",2,-0.097427017875758,-3.03951367781155,36,1.32586833029087,0.339,-2.94985250737463,"incongruent_most_incon"
76,1,352,"congruent","most_incon",2,-0.0757765694589229,-2.84090909090909,37,1.4114082225677,0.329,-3.03951367781155,"congruent"
76,1,366,"incongruent","most_incon",2,-0.0541261210420878,-2.73224043715847,38,1.49694811484453,0.352,-2.84090909090909,"incongruent_most_incon"
76,1,300,"incongruent","most_incon",2,-0.0324756726252527,-3.33333333333333,39,1.58248800712136,0.366,-2.73224043715847,"incongruent_most_incon"
76,1,361,"incongruent","most_incon",2,-0.0108252242084176,-2.77008310249307,40,1.66802789939819,0.3,-3.33333333333333,"incongruent_most_incon"
76,1,380,"congruent","most_incon",3,0.0108252242084176,-2.63157894736842,1,-1.66802789939819,NA,NA,"congruent"
76,1,369,"congruent","most_incon",3,0.0324756726252527,-2.710027100271,2,-1.58248800712136,0.38,-2.63157894736842,"congruent"
76,1,335,"incongruent","most_incon",3,0.0541261210420878,-2.98507462686567,3,-1.49694811484453,0.369,-2.710027100271,"incongruent_most_incon"
76,1,365,"incongruent","most_incon",3,0.0757765694589229,-2.73972602739726,4,-1.4114082225677,0.335,-2.98507462686567,"incongruent_most_incon"
76,1,340,"incongruent","most_incon",3,0.097427017875758,-2.94117647058824,5,-1.32586833029087,0.365,-2.73972602739726,"incongruent_most_incon"
76,1,329,"incongruent","most_incon",3,0.119077466292593,-3.03951367781155,6,-1.24032843801404,0.34,-2.94117647058824,"incongruent_most_incon"
76,1,343,"incongruent","most_incon",3,0.140727914709428,-2.91545189504373,7,-1.15478854573721,0.329,-3.03951367781155,"incongruent_most_incon"
76,1,341,"incongruent","most_incon",3,0.162378363126263,-2.93255131964809,8,-1.06924865346038,0.343,-2.91545189504373,"incongruent_most_incon"
76,1,379,"incongruent","most_incon",3,0.184028811543098,-2.63852242744063,9,-0.983708761183547,0.341,-2.93255131964809,"incongruent_most_incon"
76,1,328,"congruent","most_incon",3,0.205679259959934,-3.04878048780488,10,-0.898168868906717,0.379,-2.63852242744063,"congruent"
76,1,343,"incongruent","most_incon",3,0.227329708376769,-2.91545189504373,11,-0.812628976629887,0.328,-3.04878048780488,"incongruent_most_incon"
76,1,405,"incongruent","most_incon",3,0.248980156793604,-2.46913580246914,12,-0.727089084353056,0.343,-2.91545189504373,"incongruent_most_incon"
76,1,322,"congruent","most_incon",3,0.270630605210439,-3.1055900621118,13,-0.641549192076226,0.405,-2.46913580246914,"congruent"
76,1,344,"congruent","most_incon",3,0.292281053627274,-2.90697674418605,14,-0.556009299799396,0.322,-3.1055900621118,"congruent"
76,1,342,"incongruent","most_incon",3,0.313931502044109,-2.92397660818713,15,-0.470469407522566,0.344,-2.90697674418605,"incongruent_most_incon"
76,1,348,"incongruent","most_incon",3,0.335581950460944,-2.8735632183908,16,-0.384929515245736,0.342,-2.92397660818713,"incongruent_most_incon"
76,1,314,"congruent","most_incon",3,0.357232398877779,-3.18471337579618,17,-0.299389622968906,0.348,-2.8735632183908,"congruent"
76,1,360,"congruent","most_incon",3,0.378882847294614,-2.77777777777778,18,-0.213849730692075,0.314,-3.18471337579618,"congruent"
76,1,374,"incongruent","most_incon",3,0.40053329571145,-2.67379679144385,19,-0.128309838415245,0.36,-2.77777777777778,"incongruent_most_incon"
76,1,372,"incongruent","most_incon",3,0.422183744128285,-2.68817204301075,20,-0.0427699461384151,0.374,-2.67379679144385,"incongruent_most_incon"
76,1,362,"incongruent","most_incon",3,0.44383419254512,-2.76243093922652,21,0.0427699461384151,0.372,-2.68817204301075,"incongruent_most_incon"
76,1,503,"incongruent","most_incon",3,0.465484640961955,-1.98807157057654,22,0.128309838415245,0.362,-2.76243093922652,"incongruent_most_incon"
