"subj_idx","response","rt","cond","stim","stim_cond","trial_z","rt_log_trim_grp","prev_rt","block_trial"
49,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",-1.59491429556372,0,0,4
49,1,479,"SevenGo","Go","Go_SevenGo",-1.5804806820292,2.68033551341456,0.447,1
49,1,307,"SevenGo","Go","Go_SevenGo",-1.56604706849469,2.48713837547719,0,2
49,1,294,"SevenGo","Go","Go_SevenGo",-1.55161345496018,2.46834733041216,0.381,3
49,1,274,"SevenGo","Go","Go_SevenGo",-1.53717984142566,2.43775056282039,0.377,4
49,1,309,"SevenGo","Go","Go_SevenGo",-1.52274622789115,2.48995847942483,0.34,5
49,1,360,"SevenGo","Go","Go_SevenGo",-1.50831261435664,2.55630250076729,0.376,6
49,1,372,"SevenGo","Go","Go_SevenGo",-1.49387900082212,2.5705429398819,0.331,7
49,1,0,"SevenGo","NoGo","NoGo_SevenGo",-1.47944538728761,0,0.366,8
49,1,547,"OneGo","Go","Go_OneGo",-1.4650117737531,2.73798732633343,0.33,1
49,0,286,"OneGo","NoGo","NoGo_OneGo",-1.45057816021858,2.45636603312904,0,2
49,1,554,"SevenGo","Go","Go_SevenGo",-1.43614454668407,2.74350976472843,0.4,9
49,1,510,"SevenGo","Go","Go_SevenGo",-1.42171093314956,2.70757017609794,0,10
49,1,409,"SevenGo","Go","Go_SevenGo",-1.40727731961504,2.61172330800734,0.36,11
49,1,516,"SevenGo","Go","Go_SevenGo",-1.39284370608053,2.71264970162721,0.315,12
49,1,392,"SevenGo","Go","Go_SevenGo",-1.37841009254602,2.59328606702046,0.367,13
49,1,411,"SevenGo","Go","Go_SevenGo",-1.3639764790115,2.61384182187607,0.322,14
49,1,383,"SevenGo","Go","Go_SevenGo",-1.34954286547699,2.58319877396862,0.317,15
49,1,0,"SevenGo","NoGo","NoGo_SevenGo",-1.33510925194248,0,0.321,16
49,1,397,"FiveGo","Go","Go_FiveGo",-1.32067563840796,2.59879050676312,0.333,7
49,1,385,"FiveGo","Go","Go_FiveGo",-1.30624202487345,2.5854607295085,0,8
49,1,476,"FiveGo","Go","Go_FiveGo",-1.29180841133894,2.67760695272049,0.371,9
49,1,383,"FiveGo","Go","Go_FiveGo",-1.27737479780442,2.58319877396862,0.327,10
49,1,419,"FiveGo","Go","Go_FiveGo",-1.26294118426991,2.6222140229663,0.522,11
49,1,0,"FiveGo","NoGo","NoGo_FiveGo",-1.2485075707354,0,0.317,12
49,1,418,"OneGo","Go","Go_OneGo",-1.23407395720088,2.62117628177504,0.297,3
49,1,0,"OneGo","NoGo","NoGo_OneGo",-1.21964034366637,0,0,4
49,1,409,"ThreeGo","Go","Go_ThreeGo",-1.20520673013186,2.61172330800734,0.32,5
49,1,348,"ThreeGo","Go","Go_ThreeGo",-1.19077311659734,2.54157924394658,0.316,6
49,1,352,"ThreeGo","Go","Go_ThreeGo",-1.17633950306283,2.54654266347813,0.358,7
49,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",-1.16190588952832,0,0,8
49,1,462,"FiveGo","Go","Go_FiveGo",-1.1474722759938,2.66464197555613,0.302,13
49,1,434,"FiveGo","Go","Go_FiveGo",-1.13303866245929,2.63748972951251,0,14
