"subj_idx","response","rt","stim","block","block_number","trial_z","rt_inv_trim_grp","run_trial","run_trial_z","prev_rt","prev_rt_inv"
1,1,403,"incongruent","most_con",1,-1.28820168080169,-2.48138957816377,21,0.0427699461384151,0.461,-2.16919739696312
1,1,416,"incongruent","most_con",1,-1.26655123238485,-2.40384615384615,22,0.128309838415245,0.403,-2.48138957816377
1,1,438,"congruent","most_con",1,-1.24490078396802,-2.28310502283105,23,0.213849730692075,0.416,-2.40384615384615
1,1,420,"incongruent","most_con",1,-1.22325033555118,-2.38095238095238,24,0.299389622968906,0.438,-2.28310502283105
1,1,481,"congruent","most_con",1,-1.20159988713435,-2.07900207900208,25,0.384929515245736,0.42,-2.38095238095238
1,1,439,"congruent","most_con",1,-1.17994943871751,-2.27790432801822,26,0.470469407522566,0.481,-2.07900207900208
1,1,341,"congruent","most_con",1,-1.15829899030068,-2.93255131964809,27,0.556009299799396,0.439,-2.27790432801822
1,1,314,"congruent","most_con",1,-1.13664854188384,-3.18471337579618,28,0.641549192076226,0.341,-2.93255131964809
1,1,392,"congruent","most_con",1,-1.11499809346701,-2.55102040816327,29,0.727089084353056,0.314,-3.18471337579618
1,1,342,"congruent","most_con",1,-1.09334764505017,-2.92397660818713,30,0.812628976629887,0.392,-2.55102040816327
1,1,412,"congruent","most_con",1,-1.07169719663334,-2.42718446601942,31,0.898168868906717,0.342,-2.92397660818713
1,1,369,"congruent","most_con",1,-1.0500467482165,-2.710027100271,32,0.983708761183547,0.412,-2.42718446601942
1,1,358,"congruent","most_con",1,-1.02839629979967,-2.79329608938547,33,1.06924865346038,0.369,-2.710027100271
1,1,388,"incongruent","most_con",1,-1.00674585138283,-2.57731958762887,34,1.15478854573721,0.358,-2.79329608938547
1,1,386,"congruent","most_con",1,-0.985095402965998,-2.59067357512953,35,1.24032843801404,0.388,-2.57731958762887
1,1,472,"congruent","most_con",1,-0.963444954549162,-2.11864406779661,36,1.32586833029087,0.386,-2.59067357512953
1,1,486,"congruent","most_con",1,-0.941794506132327,-2.05761316872428,37,1.4114082225677,0.472,-2.11864406779661
1,1,419,"congruent","most_con",1,-0.920144057715492,-2.38663484486873,38,1.49694811484453,0.486,-2.05761316872428
1,1,489,"congruent","most_con",1,-0.898493609298657,-2.04498977505112,39,1.58248800712136,0.419,-2.38663484486873
1,1,398,"congruent","most_con",1,-0.876843160881822,-2.51256281407035,40,1.66802789939819,0.489,-2.04498977505112
1,1,404,"incongruent","most_incon",2,-0.855192712464987,-2.47524752475248,1,-1.66802789939819,NA,NA
1,1,386,"incongruent","most_incon",2,-0.833542264048152,-2.59067357512953,2,-1.58248800712136,0.404,-2.47524752475248
1,1,352,"congruent","most_incon",2,-0.811891815631317,-2.84090909090909,3,-1.49694811484453,0.386,-2.59067357512953
1,1,397,"incongruent","most_incon",2,-0.790241367214482,-2.51889168765743,4,-1.4114082225677,0.352,-2.84090909090909
1,1,323,"incongruent","most_incon",2,-0.768590918797647,-3.09597523219814,5,-1.32586833029087,0.397,-2.51889168765743
1,1,433,"incongruent","most_incon",2,-0.746940470380811,-2.3094688221709,6,-1.24032843801404,0.323,-3.09597523219814
1,1,582,"incongruent","most_incon",2,-0.725290021963976,-1.71821305841924,7,-1.15478854573721,0.433,-2.3094688221709
1,1,436,"incongruent","most_incon",2,-0.703639573547141,-2.29357798165138,8,-1.06924865346038,0.582,-1.71821305841924
1,1,601,"congruent","most_incon",2,-0.681989125130306,-1.66389351081531,9,-0.983708761183547,0.436,-2.29357798165138
1,1,607,"incongruent","most_incon",2,-0.660338676713471,-1.64744645799012,10,-0.898168868906717,0.601,-1.66389351081531
1,1,485,"incongruent","most_incon",2,-0.638688228296636,-2.06185567010309,11,-0.812628976629887,0.607,-1.64744645799012
1,1,379,"incongruent","most_incon",2,-0.617037779879801,-2.63852242744063,12,-0.727089084353056,0.485,-2.06185567010309
1,1,345,"congruent","most_incon",2,-0.595387331462966,-2.89855072463768,13,-0.641549192076226,0.379,-2.63852242744063
1,1,461,"congruent","most_incon",2,-0.57373688304613,-2.16919739696312,14,-0.556009299799396,0.345,-2.89855072463768
1,1,411,"incongruent","most_incon",2,-0.552086434629295,-2.4330900243309,15,-0.470469407522566,0.461,-2.16919739696312
1,1,417,"congruent","most_incon",2,-0.53043598621246,-2.39808153477218,16,-0.384929515245736,0.411,-2.4330900243309
1,1,391,"congruent","most_incon",2,-0.508785537795625,-2.55754475703325,17,-0.299389622968906,0.417,-2.39808153477218
1,1,469,"congruent","most_incon",2,-0.48713508937879,-2.13219616204691,18,-0.213849730692075,0.391,-2.55754475703325
1,1,451,"incongruent","most_incon",2,-0.465484640961955,-2.21729490022173,19,-0.128309838415245,0.469,-2.13219616204691
1,1,496,"incongruent","most_incon",2,-0.44383419254512,-2.01612903225806,20,-0.0427699461384151,0.451,-2.21729490022173
1,0,517,"congruent","most_incon",2,-0.422183744128285,-1.93423597678917,21,0.0427699461384151,0.496,-2.01612903225806
1,1,459,"incongruent","most_incon",2,-0.40053329571145,-2.17864923747277,22,0.128309838415245,0.517,-1.93423597678917
1,1,449,"incongruent","most_incon",2,-0.378882847294614,-2.2271714922049,23,0.213849730692075,0.459,-2.17864923747277
1,1,431,"incongruent","most_incon",2,-0.357232398877779,-2.32018561484919,24,0.299389622968906,0.449,-2.2271714922049
1,1,444,"incongruent","most_incon",2,-0.335581950460944,-2.25225225225225,25,0.384929515245736,0.431,-2.32018561484919
1,1,442,"incongruent","most_incon",2,-0.313931502044109,-2.26244343891403,26,0.470469407522566,0.444,-2.25225225225225
1,1,384,"incongruent","most_incon",2,-0.292281053627274,-2.60416666666667,27,0.556009299799396,0.442,-2.26244343891403
1,1,413,"incongruent","most_incon",2,-0.270630605210439,-2.42130750605327,28,0.641549192076226,0.384,-2.60416666666667
1,1,659,"incongruent","most_incon",2,-0.248980156793604,-1.51745068285281,29,0.727089084353056,0.413,-2.42130750605327
1,1,457,"incongruent","most_incon",2,-0.227329708376769,-2.18818380743982,30,0.812628976629887,0.659,-1.51745068285281
1,1,334,"incongruent","most_incon",2,-0.205679259959934,-2.9940119760479,31,0.898168868906717,0.457,-2.18818380743982
1,1,348,"congruent","most_incon",2,-0.184028811543098,-2.8735632183908,32,0.983708761183547,0.334,-2.9940119760479
1,1,394,"congruent","most_incon",2,-0.162378363126263,-2.53807106598985,33,1.06924865346038,0.348,-2.8735632183908
1,1,400,"incongruent","most_incon",2,-0.140727914709428,-2.5,34,1.15478854573721,0.394,-2.53807106598985
1,1,413,"incongruent","most_incon",2,-0.119077466292593,-2.42130750605327,35,1.24032843801404,0.4,-2.5
1,1,450,"congruent","most_incon",2,-0.097427017875758,-2.22222222222222,36,1.32586833029087,0.413,-2.42130750605327
1,1,456,"incongruent","most_incon",2,-0.0757765694589229,-2.19298245614035,37,1.4114082225677,0.45,-2.22222222222222
1,1,398,"congruent","most_incon",2,-0.0541261210420878,-2.51256281407035,38,1.49694811484453,0.456,-2.19298245614035
1,1,396,"incongruent","most_incon",2,-0.0324756726252527,-2.52525252525253,39,1.58248800712136,0.398,-2.51256281407035
1,1,386,"incongruent","most_incon",2,-0.0108252242084176,-2.59067357512953,40,1.66802789939819,0.396,-2.52525252525253
1,1,685,"incongruent","most_incon",3,0.0108252242084176,-1.45985401459854,1,-1.66802789939819,NA,NA
1,1,419,"congruent","most_incon",3,0.0324756726252527,-2.38663484486873,2,-1.58248800712136,0.685,-1.45985401459854
1,1,384,"incongruent","most_incon",3,0.0541261210420878,-2.60416666666667,3,-1.49694811484453,0.419,-2.38663484486873
1,1,374,"incongruent","most_incon",3,0.0757765694589229,-2.67379679144385,4,-1.4114082225677,0.384,-2.60416666666667
1,1,372,"incongruent","most_incon",3,0.097427017875758,-2.68817204301075,5,-1.32586833029087,0.374,-2.67379679144385
1,1,418,"incongruent","most_incon",3,0.119077466292593,-2.39234449760766,6,-1.24032843801404,0.372,-2.68817204301075
1,1,384,"incongruent","most_incon",3,0.140727914709428,-2.60416666666667,7,-1.15478854573721,0.418,-2.39234449760766
1,1,356,"congruent","most_incon",3,0.162378363126263,-2.80898876404494,8,-1.06924865346038,0.384,-2.60416666666667
1,1,410,"incongruent","most_incon",3,0.184028811543098,-2.4390243902439,9,-0.983708761183547,0.356,-2.80898876404494
1,1,384,"incongruent","most_incon",3,0.205679259959934,-2.60416666666667,10,-0.898168868906717,0.41,-2.4390243902439
1,0,366,"incongruent","most_incon",3,0.227329708376769,-2.73224043715847,11,-0.812628976629887,0.384,-2.60416666666667
1,1,404,"incongruent","most_incon",3,0.248980156793604,-2.47524752475248,12,-0.727089084353056,0.366,-2.73224043715847
1,1,402,"congruent","most_incon",3,0.270630605210439,-2.48756218905473,13,-0.641549192076226,0.404,-2.47524752475248
1,1,423,"incongruent","most_incon",3,0.292281053627274,-2.36406619385343,14,-0.556009299799396,0.402,-2.48756218905473
1,1,428,"congruent","most_incon",3,0.313931502044109,-2.33644859813084,15,-0.470469407522566,0.423,-2.36406619385343
1,1,418,"incongruent","most_incon",3,0.335581950460944,-2.39234449760766,16,-0.384929515245736,0.428,-2.33644859813084
1,1,328,"congruent","most_incon",3,0.357232398877779,-3.04878048780488,17,-0.299389622968906,0.418,-2.39234449760766
1,1,414,"incongruent","most_incon",3,0.378882847294614,-2.41545893719807,18,-0.213849730692075,0.328,-3.04878048780488
1,1,347,"congruent","most_incon",3,0.40053329571145,-2.88184438040346,19,-0.128309838415245,0.414,-2.41545893719807
1,1,441,"congruent","most_incon",3,0.422183744128285,-2.26757369614512,20,-0.0427699461384151,0.347,-2.88184438040346
1,1,407,"incongruent","most_incon",3,0.44383419254512,-2.45700245700246,21,0.0427699461384151,0.441,-2.26757369614512
1,1,380,"incongruent","most_incon",3,0.465484640961955,-2.63157894736842,22,0.128309838415245,0.407,-2.45700245700246
1,1,410,"congruent","most_incon",3,0.48713508937879,-2.4390243902439,23,0.213849730692075,0.38,-2.63157894736842
1,1,400,"incongruent","most_incon",3,0.508785537795625,-2.5,24,0.299389622968906,0.41,-2.4390243902439
1,1,437,"incongruent","most_incon",3,0.53043598621246,-2.2883295194508,25,0.384929515245736,0.4,-2.5
1,1,515,"congruent","most_incon",3,0.552086434629295,-1.94174757281553,26,0.470469407522566,0.437,-2.2883295194508
1,1,377,"incongruent","most_incon",3,0.57373688304613,-2.6525198938992,27,0.556009299799396,0.515,-1.94174757281553
1,1,343,"incongruent","most_incon",3,0.595387331462966,-2.91545189504373,28,0.641549192076226,0.377,-2.6525198938992
1,1,468,"incongruent","most_incon",3,0.617037779879801,-2.13675213675214,29,0.727089084353056,0.343,-2.91545189504373
1,1,377,"congruent","most_incon",3,0.638688228296636,-2.6525198938992,30,0.812628976629887,0.468,-2.13675213675214
1,1,359,"congruent","most_incon",3,0.660338676713471,-2.78551532033426,31,0.898168868906717,0.377,-2.6525198938992
1,1,485,"incongruent","most_incon",3,0.681989125130306,-2.06185567010309,32,0.983708761183547,0.359,-2.78551532033426
1,1,499,"incongruent","most_incon",3,0.703639573547141,-2.00400801603206,33,1.06924865346038,0.485,-2.06185567010309
1,1,505,"incongruent","most_incon",3,0.725290021963976,-1.98019801980198,34,1.15478854573721,0.499,-2.00400801603206
1,1,422,"incongruent","most_incon",3,0.746940470380811,-2.3696682464455,35,1.24032843801404,0.505,-1.98019801980198
1,1,427,"congruent","most_incon",3,0.768590918797647,-2.34192037470726,36,1.32586833029087,0.422,-2.3696682464455
1,1,385,"incongruent","most_incon",3,0.790241367214482,-2.5974025974026,37,1.4114082225677,0.427,-2.34192037470726
1,1,407,"incongruent","most_incon",3,0.811891815631317,-2.45700245700246,38,1.49694811484453,0.385,-2.5974025974026
1,1,541,"incongruent","most_incon",3,0.833542264048152,-1.84842883548983,39,1.58248800712136,0.407,-2.45700245700246
1,1,547,"incongruent","most_incon",3,0.855192712464987,-1.82815356489945,40,1.66802789939819,0.541,-1.84842883548983
1,1,376,"congruent","most_con",4,0.876843160881822,-2.65957446808511,1,-1.66802789939819,NA,NA
1,1,446,"congruent","most_con",4,0.898493609298657,-2.24215246636771,2,-1.58248800712136,0.376,-2.65957446808511
1,1,467,"incongruent","most_con",4,0.920144057715492,-2.14132762312634,3,-1.49694811484453,0.446,-2.24215246636771
1,1,385,"congruent","most_con",4,0.941794506132327,-2.5974025974026,4,-1.4114082225677,0.467,-2.14132762312634
1,1,399,"congruent","most_con",4,0.963444954549162,-2.5062656641604,5,-1.32586833029087,0.385,-2.5974025974026
1,1,444,"congruent","most_con",4,0.985095402965998,-2.25225225225225,6,-1.24032843801404,0.399,-2.5062656641604
1,1,410,"congruent","most_con",4,1.00674585138283,-2.4390243902439,7,-1.15478854573721,0.444,-2.25225225225225
1,1,440,"congruent","most_con",4,1.02839629979967,-2.27272727272727,8,-1.06924865346038,0.41,-2.4390243902439
1,1,534,"congruent","most_con",4,1.0500467482165,-1.87265917602996,9,-0.983708761183547,0.44,-2.27272727272727
1,1,395,"incongruent","most_con",4,1.07169719663334,-2.53164556962025,10,-0.898168868906717,0.534,-1.87265917602996
1,1,473,"congruent","most_con",4,1.09334764505017,-2.11416490486258,11,-0.812628976629887,0.395,-2.53164556962025
1,1,422,"congruent","most_con",4,1.11499809346701,-2.3696682464455,12,-0.727089084353056,0.473,-2.11416490486258
1,1,436,"incongruent","most_con",4,1.13664854188384,-2.29357798165138,13,-0.641549192076226,0.422,-2.3696682464455
1,1,370,"congruent","most_con",4,1.15829899030068,-2.7027027027027,14,-0.556009299799396,0.436,-2.29357798165138
1,1,520,"congruent","most_con",4,1.17994943871751,-1.92307692307692,15,-0.470469407522566,0.37,-2.7027027027027
1,1,438,"incongruent","most_con",4,1.20159988713435,-2.28310502283105,16,-0.384929515245736,0.52,-1.92307692307692
1,1,418,"incongruent","most_con",4,1.22325033555118,-2.39234449760766,17,-0.299389622968906,0.438,-2.28310502283105
1,1,416,"congruent","most_con",4,1.24490078396802,-2.40384615384615,18,-0.213849730692075,0.418,-2.39234449760766
1,1,486,"incongruent","most_con",4,1.26655123238485,-2.05761316872428,19,-0.128309838415245,0.416,-2.40384615384615
1,1,372,"congruent","most_con",4,1.28820168080169,-2.68817204301075,20,-0.0427699461384151,0.486,-2.05761316872428
1,1,378,"congruent","most_con",4,1.30985212921852,-2.64550264550265,21,0.0427699461384151,0.372,-2.68817204301075
1,1,383,"congruent","most_con",4,1.33150257763536,-2.61096605744125,22,0.128309838415245,0.378,-2.64550264550265
1,1,325,"congruent","most_con",4,1.35315302605219,-3.07692307692308,23,0.213849730692075,0.383,-2.61096605744125
1,1,378,"congruent","most_con",4,1.37480347446903,-2.64550264550265,24,0.299389622968906,0.325,-3.07692307692308
1,1,384,"incongruent","most_con",4,1.39645392288586,-2.60416666666667,25,0.384929515245736,0.378,-2.64550264550265
1,1,430,"congruent","most_con",4,1.4181043713027,-2.32558139534884,26,0.470469407522566,0.384,-2.60416666666667
1,1,436,"congruent","most_con",4,1.43975481971953,-2.29357798165138,27,0.556009299799396,0.43,-2.32558139534884
1,1,369,"incongruent","most_con",4,1.46140526813637,-2.710027100271,28,0.641549192076226,0.436,-2.29357798165138
1,1,359,"incongruent","most_con",4,1.48305571655321,-2.78551532033426,29,0.727089084353056,0.369,-2.710027100271
1,1,421,"congruent","most_con",4,1.50470616497004,-2.37529691211401,30,0.812628976629887,0.359,-2.78551532033426
1,1,642,"congruent","most_con",4,1.52635661338688,-1.55763239875389,31,0.898168868906717,0.421,-2.37529691211401
1,1,464,"congruent","most_con",4,1.54800706180371,-2.1551724137931,32,0.983708761183547,0.642,-1.55763239875389
1,1,397,"congruent","most_con",4,1.56965751022055,-2.51889168765743,33,1.06924865346038,0.464,-2.1551724137931
1,1,427,"congruent","most_con",4,1.59130795863738,-2.34192037470726,34,1.15478854573721,0.397,-2.51889168765743
1,1,425,"congruent","most_con",4,1.61295840705422,-2.35294117647059,35,1.24032843801404,0.427,-2.34192037470726
1,1,463,"congruent","most_con",4,1.63460885547105,-2.15982721382289,36,1.32586833029087,0.425,-2.35294117647059
1,1,373,"congruent","most_con",4,1.65625930388789,-2.68096514745308,37,1.4114082225677,0.463,-2.15982721382289
1,1,386,"incongruent","most_con",4,1.67790975230472,-2.59067357512953,38,1.49694811484453,0.373,-2.68096514745308
1,1,407,"incongruent","most_con",4,1.69956020072156,-2.45700245700246,39,1.58248800712136,0.386,-2.59067357512953
1,1,461,"incongruent","most_con",4,1.72121064913839,-2.16919739696312,40,1.66802789939819,0.407,-2.45700245700246
2,1,462,"incongruent","most_con",1,-1.72121064913839,-2.16450216450216,1,-1.66802789939819,NA,NA
2,1,419,"incongruent","most_con",1,-1.69956020072156,-2.38663484486873,2,-1.58248800712136,0.462,-2.16450216450216
2,1,481,"incongruent","most_con",1,-1.67790975230472,-2.07900207900208,3,-1.49694811484453,0.419,-2.38663484486873
2,1,447,"congruent","most_con",1,-1.65625930388789,-2.23713646532438,4,-1.4114082225677,0.481,-2.07900207900208
2,1,404,"congruent","most_con",1,-1.63460885547105,-2.47524752475248,5,-1.32586833029087,0.447,-2.23713646532438
2,1,394,"congruent","most_con",1,-1.61295840705422,-2.53807106598985,6,-1.24032843801404,0.404,-2.47524752475248
2,1,368,"congruent","most_con",1,-1.59130795863738,-2.71739130434783,7,-1.15478854573721,0.394,-2.53807106598985
2,1,302,"incongruent","most_con",1,-1.56965751022055,-3.3112582781457,8,-1.06924865346038,0.368,-2.71739130434783
2,1,267,"congruent","most_con",1,-1.54800706180371,-3.74531835205992,9,-0.983708761183547,0.302,-3.3112582781457
2,NA,NA,"congruent","most_con",1,-1.52635661338688,NA,10,-0.898168868906717,0.267,-3.74531835205992
2,1,341,"congruent","most_con",1,-1.50470616497004,-2.93255131964809,11,-0.812628976629887,0.232,-4.31034482758621
2,1,476,"incongruent","most_con",1,-1.48305571655321,-2.10084033613445,12,-0.727089084353056,0.341,-2.93255131964809
2,1,338,"congruent","most_con",1,-1.46140526813637,-2.9585798816568,13,-0.641549192076226,0.476,-2.10084033613445
2,1,376,"congruent","most_con",1,-1.43975481971953,-2.65957446808511,14,-0.556009299799396,0.338,-2.9585798816568
2,1,334,"congruent","most_con",1,-1.4181043713027,-2.9940119760479,15,-0.470469407522566,0.376,-2.65957446808511
2,1,410,"incongruent","most_con",1,-1.39645392288586,-2.4390243902439,16,-0.384929515245736,0.334,-2.9940119760479
2,1,376,"congruent","most_con",1,-1.37480347446903,-2.65957446808511,17,-0.299389622968906,0.41,-2.4390243902439
2,1,342,"congruent","most_con",1,-1.35315302605219,-2.92397660818713,18,-0.213849730692075,0.376,-2.65957446808511
2,1,412,"incongruent","most_con",1,-1.33150257763536,-2.42718446601942,19,-0.128309838415245,0.342,-2.92397660818713
2,1,306,"congruent","most_con",1,-1.30985212921852,-3.26797385620915,20,-0.0427699461384151,0.412,-2.42718446601942
2,1,423,"congruent","most_con",1,-1.28820168080169,-2.36406619385343,21,0.0427699461384151,0.306,-3.26797385620915
2,1,301,"congruent","most_con",1,-1.26655123238485,-3.32225913621262,22,0.128309838415245,0.423,-2.36406619385343
2,1,282,"congruent","most_con",1,-1.24490078396802,-3.54609929078014,23,0.213849730692075,0.301,-3.32225913621262
2,1,264,"congruent","most_con",1,-1.22325033555118,-3.78787878787879,24,0.299389622968906,0.282,-3.54609929078014
2,1,374,"congruent","most_con",1,-1.20159988713435,-2.67379679144385,25,0.384929515245736,0.264,-3.78787878787879
2,1,331,"incongruent","most_con",1,-1.17994943871751,-3.02114803625378,26,0.470469407522566,0.374,-2.67379679144385
2,1,257,"congruent","most_con",1,-1.15829899030068,-3.89105058365759,27,0.556009299799396,0.331,-3.02114803625378
2,1,311,"congruent","most_con",1,-1.13664854188384,-3.21543408360129,28,0.641549192076226,0.257,-3.89105058365759
2,0,293,"congruent","most_con",1,-1.11499809346701,-3.41296928327645,29,0.727089084353056,0.311,-3.21543408360129
2,1,474,"incongruent","most_con",1,-1.09334764505017,-2.10970464135021,30,0.812628976629887,0.293,-3.41296928327645
2,1,416,"congruent","most_con",1,-1.07169719663334,-2.40384615384615,31,0.898168868906717,0.474,-2.10970464135021
2,1,285,"congruent","most_con",1,-1.0500467482165,-3.50877192982456,32,0.983708761183547,0.416,-2.40384615384615
2,1,515,"incongruent","most_con",1,-1.02839629979967,-1.94174757281553,33,1.06924865346038,0.285,-3.50877192982456
2,1,393,"congruent","most_con",1,-1.00674585138283,-2.54452926208651,34,1.15478854573721,0.515,-1.94174757281553
2,1,303,"congruent","most_con",1,-0.985095402965998,-3.3003300330033,35,1.24032843801404,0.393,-2.54452926208651
2,1,253,"congruent","most_con",1,-0.963444954549162,-3.95256916996047,36,1.32586833029087,0.303,-3.3003300330033
2,1,281,"congruent","most_con",1,-0.941794506132327,-3.55871886120996,37,1.4114082225677,0.253,-3.95256916996047
2,NA,NA,"congruent","most_con",1,-0.920144057715492,NA,38,1.49694811484453,0.281,-3.55871886120996
2,0,269,"incongruent","most_con",1,-0.898493609298657,-3.71747211895911,39,1.58248800712136,0.215,-4.65116279069767
2,1,435,"incongruent","most_con",1,-0.876843160881822,-2.29885057471264,40,1.66802789939819,0.269,-3.71747211895911
2,1,321,"incongruent","most_incon",2,-0.855192712464987,-3.11526479750779,1,-1.66802789939819,NA,NA
2,1,335,"incongruent","most_incon",2,-0.833542264048152,-2.98507462686567,2,-1.58248800712136,0.321,-3.11526479750779
2,1,428,"incongruent","most_incon",2,-0.811891815631317,-2.33644859813084,3,-1.49694811484453,0.335,-2.98507462686567
2,1,385,"incongruent","most_incon",2,-0.790241367214482,-2.5974025974026,4,-1.4114082225677,0.428,-2.33644859813084
2,1,431,"incongruent","most_incon",2,-0.768590918797647,-2.32018561484919,5,-1.32586833029087,0.385,-2.5974025974026
2,1,381,"incongruent","most_incon",2,-0.746940470380811,-2.6246719160105,6,-1.24032843801404,0.431,-2.32018561484919
2,1,267,"congruent","most_incon",2,-0.725290021963976,-3.74531835205992,7,-1.15478854573721,0.381,-2.6246719160105
2,0,264,"incongruent","most_incon",2,-0.703639573547141,-3.78787878787879,8,-1.06924865346038,0.267,-3.74531835205992
2,1,326,"incongruent","most_incon",2,-0.681989125130306,-3.06748466257669,9,-0.983708761183547,0.264,-3.78787878787879
2,1,340,"incongruent","most_incon",2,-0.660338676713471,-2.94117647058824,10,-0.898168868906717,0.326,-3.06748466257669
2,1,409,"congruent","most_incon",2,-0.638688228296636,-2.44498777506112,11,-0.812628976629887,0.34,-2.94117647058824
2,1,319,"congruent","most_incon",2,-0.617037779879801,-3.13479623824451,12,-0.727089084353056,0.409,-2.44498777506112
2,1,429,"incongruent","most_incon",2,-0.595387331462966,-2.33100233100233,13,-0.641549192076226,0.319,-3.13479623824451
2,1,378,"congruent","most_incon",2,-0.57373688304613,-2.64550264550265,14,-0.556009299799396,0.429,-2.33100233100233
2,1,328,"incongruent","most_incon",2,-0.552086434629295,-3.04878048780488,15,-0.470469407522566,0.378,-2.64550264550265
2,1,326,"incongruent","most_incon",2,-0.53043598621246,-3.06748466257669,16,-0.384929515245736,0.328,-3.04878048780488
2,NA,NA,"incongruent","most_incon",2,-0.508785537795625,NA,17,-0.299389622968906,0.326,-3.06748466257669
2,1,513,"incongruent","most_incon",2,-0.48713508937879,-1.94931773879142,18,-0.213849730692075,0.228,-4.3859649122807
2,1,294,"congruent","most_incon",2,-0.465484640961955,-3.40136054421769,19,-0.128309838415245,0.513,-1.94931773879142
2,1,404,"incongruent","most_incon",2,-0.44383419254512,-2.47524752475248,20,-0.0427699461384151,0.294,-3.40136054421769
2,1,386,"incongruent","most_incon",2,-0.422183744128285,-2.59067357512953,21,0.0427699461384151,0.404,-2.47524752475248
2,1,336,"congruent","most_incon",2,-0.40053329571145,-2.97619047619048,22,0.128309838415245,0.386,-2.59067357512953
2,1,438,"incongruent","most_incon",2,-0.378882847294614,-2.28310502283105,23,0.213849730692075,0.336,-2.97619047619048
2,1,371,"incongruent","most_incon",2,-0.357232398877779,-2.69541778975741,24,0.299389622968906,0.438,-2.28310502283105
2,1,368,"incongruent","most_incon",2,-0.335581950460944,-2.71739130434783,25,0.384929515245736,0.371,-2.69541778975741
2,0,318,"incongruent","most_incon",2,-0.313931502044109,-3.14465408805031,26,0.470469407522566,0.368,-2.71739130434783
2,1,532,"incongruent","most_incon",2,-0.292281053627274,-1.8796992481203,27,0.556009299799396,0.318,-3.14465408805031
2,1,490,"congruent","most_incon",2,-0.270630605210439,-2.04081632653061,28,0.641549192076226,0.532,-1.8796992481203
2,1,408,"incongruent","most_incon",2,-0.248980156793604,-2.45098039215686,29,0.727089084353056,0.49,-2.04081632653061
2,1,389,"incongruent","most_incon",2,-0.227329708376769,-2.5706940874036,30,0.812628976629887,0.408,-2.45098039215686
2,1,331,"incongruent","most_incon",2,-0.205679259959934,-3.02114803625378,31,0.898168868906717,0.389,-2.5706940874036
2,1,368,"congruent","most_incon",2,-0.184028811543098,-2.71739130434783,32,0.983708761183547,0.331,-3.02114803625378
2,1,318,"incongruent","most_incon",2,-0.162378363126263,-3.14465408805031,33,1.06924865346038,0.368,-2.71739130434783
2,1,364,"congruent","most_incon",2,-0.140727914709428,-2.74725274725275,34,1.15478854573721,0.318,-3.14465408805031
2,1,329,"congruent","most_incon",2,-0.119077466292593,-3.03951367781155,35,1.24032843801404,0.364,-2.74725274725275
